contig,run,gene,diagnosis,read_count,length,mapped,unmapped,net_mapped,length_right,average_depth
None,ERR011309,NP_417698.1,nonIBD,9934077,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011160,NP_417763.1,nonIBD,10783425,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212287,NP_417774.1,CD,3640026,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1213981,NP_417770.1,CD,4611287,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215843,NP_417764.1,CD,2351584,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1220005,NP_417760.1,CD,3724313,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011220,NP_417765.1,nonIBD,11106562,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011228,NP_418412.1,nonIBD,11221929,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765572,NP_417764.1,CD,2954561,0.0,0.0,0.0,0.0,0.0,0.0
k119_103891_5,SRR6468518,NP_418411.1,CD,10347438,708.0,214.0,24.0,190.0,708.0,25.48
None,SRR1765266,NP_417760.1,CD,4014344,0.0,0.0,0.0,0.0,0.0,0.0
k119_98354_24,SRR6468585,NP_417771.1,CD,51646652,192.0,312.0,82.0,230.0,192.0,132.65
k119_61540_1,SRR6468585,NP_417771.1,CD,51646652,204.0,89.0,49.0,40.0,204.0,28.98
None,SRR1765270,NP_417697.1,CD,4538152,0.0,0.0,0.0,0.0,0.0,0.0
k119_109283_5,SRR6468650,NP_417760.1,nonIBD,16790195,441.0,58.0,6.0,52.0,441.0,11.46
k79_669_1,ERR011283,NP_418410.1,UC,11999501,426.0,37.0,9.0,28.0,426.0,5.82
None,SRR6468646,NP_417697.1,nonIBD,12027088,0.0,0.0,0.0,0.0,0.0,0.0
k119_32190_11,SRR6468666,NP_414725.1,CD,56691897,597.0,131.0,15.0,116.0,597.0,19.24
None,SRR1764983,NP_417756.1,CD,2076996,0.0,0.0,0.0,0.0,0.0,0.0
k119_36876_10,SRR2145335,NP_417801.1,CD,12125721,375.0,35.0,7.0,28.0,375.0,8.27
k79_73244_8,ERR011204,NP_417762.1,nonIBD,8625675,501.0,230.0,16.0,214.0,501.0,32.51
k79_20284_12,ERR011204,NP_417762.1,nonIBD,8625675,507.0,147.0,21.0,126.0,507.0,20.65
None,SRR2145571,NP_417776.1,CD,6557434,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011291,NP_417775.1,UC,8457416,0.0,0.0,0.0,0.0,0.0,0.0
k119_24553_2,SRR1215867,NP_417763.1,nonIBD,2452530,360.0,23.0,1.0,22.0,360.0,5.85
None,SRR1215829,NP_417634.1,CD,3586496,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212193,NP_416229.1,CD,2314190,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145631,NP_417770.1,CD,8815901,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011144,NP_417764.1,nonIBD,8317848,0.0,0.0,0.0,0.0,0.0,0.0
k119_24125_132,SRR6468511,NP_416690.1,UC,17871301,285.0,58.0,10.0,48.0,285.0,18.13
None,SRR1215986,NP_417800.1,CD,4384290,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212193,NP_417637.1,CD,2314190,0.0,0.0,0.0,0.0,0.0,0.0
k119_10580_1,SRR1765616,NP_417765.1,CD,3212196,363.0,19.0,3.0,16.0,363.0,4.31
None,SRR1765469,NP_417769.1,CD,2816220,0.0,0.0,0.0,0.0,0.0,0.0
k79_104196_2,ERR011299,NP_414725.1,UC,11661463,606.0,34.0,0.0,34.0,606.0,4.05
k119_8446_8,SRR1211606,NP_417768.1,nonIBD,2452207,309.0,34.0,4.0,30.0,309.0,9.21
k119_35230_2,SRR1211606,NP_417768.1,nonIBD,2452207,315.0,24.0,2.0,22.0,315.0,6.22
None,SRR1211479,NP_417764.1,CD,4443113,0.0,0.0,0.0,0.0,0.0,0.0
k119_66475_14,SRR6468674,NP_417767.1,nonIBD,18234988,540.0,113.0,21.0,92.0,540.0,18.84
k119_9740_1,SRR2145607,NP_418412.1,CD,9826334,498.0,231.0,93.0,138.0,498.0,43.88
None,SRR1214594,NP_417800.1,CD,3842797,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214923,NP_417778.1,CD,4427724,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011324,NP_417780.1,nonIBD,12472883,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212248,NP_414711.1,CD,3301433,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765433,NP_414725.1,nonIBD,2575402,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215703,NP_417780.1,CD,1672992,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765413,NP_417697.1,CD,2803220,0.0,0.0,0.0,0.0,0.0,0.0
k119_1329_5,SRR1765405,NP_417760.1,CD,3070290,438.0,30.0,4.0,26.0,438.0,6.1
None,ERR011200,YP_026260.1,nonIBD,10158391,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765384,NP_417773.1,nonIBD,3087960,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145556,NP_417801.1,CD,6397285,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215688,NP_417760.1,CD,4040025,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468558,NP_417768.1,UC,8997486,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011195,NP_417698.1,nonIBD,2921757,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011319,NP_416228.1,nonIBD,10113460,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011116,NP_417778.1,nonIBD,13204038,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1764983,NP_417768.1,CD,2076996,0.0,0.0,0.0,0.0,0.0,0.0
k119_5830_187,SRR6468586,NP_417801.1,CD,50578490,375.0,973.0,159.0,814.0,375.0,230.94
k119_3601_11,SRR6468586,NP_417801.1,CD,50578490,375.0,180.0,28.0,152.0,375.0,41.94
k119_12020_9,SRR1765644,NP_417779.1,CD,3725208,630.0,54.0,6.0,48.0,630.0,8.11
k119_39986_5,SRR1757263,NP_416690.1,nonIBD,3534859,285.0,48.0,10.0,38.0,285.0,13.89
None,SRR2145376,NP_414711.1,nonIBD,13294472,0.0,0.0,0.0,0.0,0.0,0.0
k119_54575_43,SRR6468547,NP_417780.1,nonIBD,19712714,312.0,79.0,21.0,58.0,312.0,19.62
k119_13127_1,SRR2145362,NP_417634.1,nonIBD,11166608,267.0,36.0,16.0,20.0,267.0,9.85
k119_18561_2,SRR6468703,NP_417763.1,UC,11416415,369.0,58.0,18.0,40.0,369.0,12.92
k79_11087_2,ERR011272,NP_417779.1,nonIBD,16500558,636.0,81.0,43.0,38.0,636.0,9.06
None,ERR011098,NP_417762.1,nonIBD,9717682,0.0,0.0,0.0,0.0,0.0,0.0
k119_10137_1,SRR1765520,NP_417778.1,CD,1403699,318.0,11.0,1.0,10.0,318.0,3.04
None,SRR1215910,NP_417767.1,CD,1976722,0.0,0.0,0.0,0.0,0.0,0.0
k119_64985_1,SRR1765784,NP_417634.1,CD,4477797,252.0,15.0,1.0,14.0,252.0,5.1
k119_25526_1,SRR1215918,NP_418410.1,CD,3650650,318.0,13.0,1.0,12.0,318.0,3.97
None,SRR1765469,NP_417757.1,CD,2816220,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468671,NP_415431.1,CD,2797771,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1211606,NP_417756.1,nonIBD,2452207,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214502,NP_417767.1,CD,3533363,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011179,NP_417801.1,nonIBD,13445322,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468704,NP_417800.1,UC,6740314,0.0,0.0,0.0,0.0,0.0,0.0
k119_35849_19,SRR2145575,NP_417765.1,CD,11874498,393.0,42.0,16.0,26.0,393.0,9.69
k119_11137_2,SRR2145575,NP_417765.1,CD,11874498,393.0,27.0,10.0,17.0,393.0,5.88
None,ERR011200,NP_417771.1,nonIBD,10158391,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011240,NP_414711.1,nonIBD,12637887,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215702,NP_417757.1,CD,2155765,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765445,NP_417698.1,CD,1433898,0.0,0.0,0.0,0.0,0.0,0.0
k119_6_4,SRR2145635,NP_417763.1,CD,1678108,354.0,149.0,81.0,68.0,354.0,37.56
None,SRR1765332,NP_417800.1,CD,1926918,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468506,NP_418410.1,UC,15540806,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765193,NP_417765.1,CD,3659522,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468600,NP_416228.1,UC,17022619,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468670,NP_417774.1,CD,9870152,0.0,0.0,0.0,0.0,0.0,0.0
k119_20534_3,SRR1765039,NP_417778.1,CD,3075932,621.0,39.0,5.0,34.0,621.0,5.73
None,SRR6468530,NP_417772.1,UC,16092647,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011130,NP_417635.1,nonIBD,8587582,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468546,NP_417757.1,nonIBD,13984243,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215974,NP_417698.1,CD,4415865,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765289,NP_414711.1,nonIBD,2872387,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR5650128,NP_417763.1,UC,19282827,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468564,NP_417637.1,UC,16425133,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011164,NP_417770.1,nonIBD,9131962,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765548,NP_417762.1,CD,5922728,0.0,0.0,0.0,0.0,0.0,0.0
k119_4663_3,SRR1212216,NP_417770.1,nonIBD,2208220,255.0,21.0,1.0,20.0,255.0,7.04
None,SRR1765477,NP_417768.1,CD,3080484,0.0,0.0,0.0,0.0,0.0,0.0
k119_6171_20,SRR6468662,NP_418411.1,CD,68895802,690.0,242.0,30.0,212.0,690.0,32.92
None,ERR011224,NP_417776.1,nonIBD,11840650,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145471,NP_417780.1,CD,5829202,0.0,0.0,0.0,0.0,0.0,0.0
k79_17345_1,ERR011325,NP_417769.1,nonIBD,11275460,360.0,23.0,5.0,18.0,360.0,4.49
k119_5754_1,SRR6468514,NP_417775.1,CD,15267199,273.0,55.0,11.0,44.0,273.0,16.58
k119_56238_12,SRR6468564,NP_416229.1,UC,16425133,1026.0,270.0,20.0,250.0,1026.0,24.23
k119_68417_97,SRR6468564,NP_416229.1,UC,16425133,1026.0,674.0,38.0,636.0,1026.0,61.79
None,ERR011152,NP_418412.1,nonIBD,10894914,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468581,NP_417762.1,CD,11199413,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765468,NP_417780.1,CD,1432042,0.0,0.0,0.0,0.0,0.0,0.0
k119_19722_36,SRR6468654,NP_417773.1,UC,41215218,702.0,1895.0,147.0,1748.0,702.0,248.7
None,ERR011294,NP_416690.1,UC,10642311,0.0,0.0,0.0,0.0,0.0,0.0
k119_41091_3,SRR6468622,NP_417756.1,nonIBD,16964594,393.0,193.0,37.0,156.0,393.0,42.05
None,ERR011254,NP_417634.1,nonIBD,13796861,0.0,0.0,0.0,0.0,0.0,0.0
k119_35749_3,SRR1215624,NP_417801.1,nonIBD,2251256,375.0,19.0,1.0,18.0,375.0,4.86
None,SRR1215837,NP_417635.1,CD,3253661,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214009,NP_414725.1,CD,2089084,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212171,NP_417801.1,CD,3444951,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011307,NP_417637.1,CD,12866309,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011349,NP_417760.1,nonIBD,13132757,0.0,0.0,0.0,0.0,0.0,0.0
k119_5618_2,SRR1215673,NP_417634.1,CD,1942662,177.0,4.0,2.0,2.0,177.0,1.91
None,SRR6468707,NP_417770.1,CD,13205757,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011203,NP_417801.1,nonIBD,3694437,0.0,0.0,0.0,0.0,0.0,0.0
k119_5639_13,SRR1765331,NP_417770.1,CD,3723714,255.0,35.0,11.0,24.0,255.0,11.58
k119_13710_1,SRR1215702,NP_417769.1,CD,2155765,273.0,12.0,0.0,12.0,273.0,4.14
k119_99993_1,SRR6468598,NP_417800.1,nonIBD,18181941,471.0,118.0,34.0,84.0,471.0,21.27
k119_8453_1,SRR1765425,NP_417774.1,CD,1247623,303.0,15.0,3.0,12.0,303.0,4.77
None,SRR2145548,NP_417800.1,CD,21606978,0.0,0.0,0.0,0.0,0.0,0.0
k119_1709_66,SRR6468585,YP_026260.1,CD,51646652,921.0,359.0,19.0,340.0,921.0,37.4
k119_58454_4,SRR6468585,YP_026260.1,CD,51646652,963.0,1334.0,128.0,1206.0,963.0,129.36
None,SRR6468546,NP_417769.1,nonIBD,13984243,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011307,NP_416229.1,CD,12866309,0.0,0.0,0.0,0.0,0.0,0.0
k119_6552_2,SRR2145497,NP_417776.1,CD,8502323,828.0,53.0,7.0,46.0,828.0,5.88
k59_11043_2,ERR011108,NP_417779.1,nonIBD,9699250,630.0,196.0,54.0,142.0,630.0,13.49
k119_41721_4,SRR2145383,NP_417772.1,nonIBD,11750438,447.0,93.0,44.0,49.0,447.0,16.02
k119_41932_5,SRR1757110,NP_418411.1,nonIBD,3926417,705.0,131.0,9.0,122.0,705.0,17.14
k119_3620_2,SRR6468693,NP_417778.1,UC,26314296,624.0,51.0,3.0,48.0,624.0,7.4
k119_63940_1,SRR6468693,NP_417778.1,UC,26314296,402.0,16.0,2.0,14.0,402.0,3.79
k119_13175_2,SRR6468610,NP_417698.1,CD,13038047,360.0,25.0,3.0,22.0,360.0,6.3
k119_34266_1,SRR1765477,NP_417756.1,CD,3080484,375.0,22.0,2.0,20.0,375.0,4.79
None,SRR1214246,NP_417635.1,CD,2318303,0.0,0.0,0.0,0.0,0.0,0.0
k119_6644_11,SRR1765396,NP_417697.1,CD,3746069,393.0,73.0,13.0,60.0,393.0,17.39
None,ERR011167,NP_417800.1,nonIBD,13893635,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468622,NP_417768.1,nonIBD,16964594,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214522,NP_417773.1,CD,3553066,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765437,NP_418411.1,CD,3079732,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765635,NP_417801.1,nonIBD,2771496,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011325,NP_417757.1,nonIBD,11275460,0.0,0.0,0.0,0.0,0.0,0.0
k119_25420_2,SRR6468549,NP_418411.1,nonIBD,23806258,528.0,27.0,5.0,22.0,528.0,4.73
k119_50387_21,SRR6468549,NP_418411.1,nonIBD,23806258,729.0,330.0,44.0,286.0,729.0,38.77
None,SRR6468594,NP_414711.1,UC,18452135,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR5650143,NP_417765.1,CD,65187426,0.0,0.0,0.0,0.0,0.0,0.0
k119_10613_2,SRR1765221,NP_417697.1,CD,3410892,393.0,42.0,6.0,36.0,393.0,9.44
None,SRR1765523,NP_417764.1,CD,6577465,0.0,0.0,0.0,0.0,0.0,0.0
k119_90213_2,SRR2145364,NP_417801.1,nonIBD,23762075,375.0,50.0,28.0,22.0,375.0,10.32
k119_119096_10,SRR2145364,NP_417801.1,nonIBD,23762075,378.0,108.0,30.0,78.0,378.0,26.34
k119_20854_3,SRR6468601,NP_417760.1,CD,14382445,441.0,38.0,8.0,30.0,441.0,7.92
k119_15437_2,SRR1211665,NP_417698.1,nonIBD,2465600,429.0,27.0,3.0,24.0,429.0,5.54
k119_38895_2,SRR6468617,NP_417697.1,nonIBD,66861721,396.0,34.0,4.0,30.0,396.0,7.61
k119_41472_38,SRR6468617,NP_417697.1,nonIBD,66861721,393.0,170.0,68.0,102.0,393.0,29.92
k119_168734_50,SRR6468617,NP_417697.1,nonIBD,66861721,393.0,75.0,13.0,62.0,393.0,15.58
k119_153970_5,SRR6468617,NP_417697.1,nonIBD,66861721,393.0,70.0,12.0,58.0,393.0,15.89
k119_44777_7,SRR6468637,NP_414725.1,UC,17524020,645.0,81.0,7.0,74.0,645.0,11.83
k119_6015_19,SRR6468637,NP_414725.1,UC,17524020,597.0,461.0,57.0,404.0,597.0,68.87
None,SRR1765580,NP_418411.1,CD,1407765,0.0,0.0,0.0,0.0,0.0,0.0
k119_57106_3,SRR6468509,NP_417756.1,UC,13209912,390.0,36.0,4.0,32.0,390.0,8.23
k119_13958_27,SRR6468509,NP_417756.1,UC,13209912,414.0,67.0,9.0,58.0,414.0,14.28
None,ERR011131,NP_417763.1,nonIBD,4840888,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145544,NP_414711.1,CD,2285523,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011271,NP_417765.1,nonIBD,11217813,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011279,NP_418412.1,UC,12438416,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011292,NP_417757.1,UC,10732072,0.0,0.0,0.0,0.0,0.0,0.0
k119_24219_3,SRR2145599,NP_418411.1,CD,16385564,696.0,59.0,13.0,46.0,696.0,7.93
k119_19127_3,SRR1215011,NP_417762.1,CD,1960844,504.0,53.0,11.0,42.0,504.0,10.06
None,SRR1215704,NP_416690.1,CD,4061774,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1211428,NP_417764.1,CD,4811393,0.0,0.0,0.0,0.0,0.0,0.0
k119_7528_2,SRR6468625,NP_417767.1,nonIBD,18453963,540.0,40.0,6.0,34.0,540.0,6.71
k119_83755_3,SRR6468625,NP_417767.1,nonIBD,18453963,540.0,48.0,4.0,44.0,540.0,7.89
None,SRR1215560,NP_417778.1,CD,1320323,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765549,NP_417634.1,CD,2771985,0.0,0.0,0.0,0.0,0.0,0.0
k119_26609_1,SRR1765589,NP_416690.1,nonIBD,3101036,147.0,8.0,2.0,6.0,147.0,4.31
k119_12983_3,SRR1215294,NP_417800.1,CD,1830821,471.0,24.0,2.0,22.0,471.0,4.57
k119_48147_2,SRR2145656,NP_418412.1,CD,16002853,531.0,24.0,12.0,12.0,531.0,4.18
k119_58036_4,SRR2145656,NP_418412.1,CD,16002853,498.0,218.0,80.0,138.0,498.0,40.07
k119_3992_10,SRR1765286,NP_417770.1,CD,3434447,273.0,36.0,6.0,30.0,273.0,11.49
None,SRR1215676,YP_026260.1,CD,3989638,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765391,NP_417698.1,CD,3129786,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145520,NP_417776.1,CD,9695363,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011255,NP_417762.1,nonIBD,8595558,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468686,NP_418412.1,nonIBD,18488926,0.0,0.0,0.0,0.0,0.0,0.0
k119_2387_1,SRR1765176,NP_416690.1,CD,1356407,258.0,10.0,2.0,8.0,258.0,3.64
None,ERR011115,NP_417764.1,nonIBD,11094430,0.0,0.0,0.0,0.0,0.0,0.0
k119_5224_4,SRR6468540,NP_416690.1,UC,12424286,291.0,23.0,5.0,18.0,291.0,5.67
None,ERR011180,NP_417773.1,nonIBD,9040239,0.0,0.0,0.0,0.0,0.0,0.0
k119_76705_1,SRR6468580,NP_417634.1,CD,14148158,267.0,18.0,2.0,16.0,267.0,5.97
k119_22875_1,SRR2145388,NP_417698.1,CD,14295876,429.0,34.0,10.0,24.0,429.0,7.5
None,SRR1211605,NP_417774.1,CD,1943879,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215697,NP_416229.1,CD,1297899,0.0,0.0,0.0,0.0,0.0,0.0
k119_65391_2,SRR6468708,NP_414711.1,UC,15708589,756.0,172.0,52.0,120.0,756.0,19.98
k119_76970_18,SRR2145327,NP_414711.1,CD,44248475,759.0,90.0,12.0,78.0,759.0,11.5
None,SRR2145367,NP_417771.1,nonIBD,15637873,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468516,NP_417780.1,UC,15994168,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011292,NP_417769.1,UC,10732072,0.0,0.0,0.0,0.0,0.0,0.0
k79_92038_1,ERR011251,YP_026260.1,nonIBD,11207870,936.0,87.0,5.0,82.0,936.0,6.84
k119_4088_11,SRR1765462,NP_414725.1,CD,4037861,597.0,112.0,10.0,102.0,597.0,17.34
k119_3421_1,SRR1765462,NP_414725.1,CD,4037861,435.0,22.0,0.0,22.0,435.0,4.88
k119_18238_1,SRR1765454,NP_417760.1,nonIBD,3427073,279.0,28.0,4.0,24.0,279.0,9.23
None,SRR1212235,NP_417778.1,CD,4495927,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145359,NP_417764.1,nonIBD,19612144,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215697,NP_417637.1,CD,1297899,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011323,NP_416690.1,nonIBD,12484132,0.0,0.0,0.0,0.0,0.0,0.0
k119_662_2,SRR6468509,NP_417768.1,UC,13209912,312.0,19.0,5.0,14.0,312.0,4.95
k119_32268_5,SRR6468509,NP_417768.1,UC,13209912,315.0,52.0,10.0,42.0,315.0,14.75
k119_13958_16,SRR6468509,NP_417768.1,UC,13209912,321.0,18.0,4.0,14.0,321.0,4.64
None,ERR011338,NP_417774.1,nonIBD,12328310,0.0,0.0,0.0,0.0,0.0,0.0
k79_56494_1,ERR011348,NP_416228.1,nonIBD,10703567,2433.0,293.0,29.0,264.0,2433.0,8.93
None,ERR011147,NP_417778.1,nonIBD,9917184,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765216,NP_415431.1,nonIBD,1016189,0.0,0.0,0.0,0.0,0.0,0.0
k119_25391_22,SRR2145343,NP_417776.1,CD,28762674,828.0,85.0,23.0,62.0,828.0,9.52
None,SRR1212853,NP_417760.1,CD,2848450,0.0,0.0,0.0,0.0,0.0,0.0
k119_573_1,SRR1214759,NP_417800.1,CD,1833545,462.0,16.0,2.0,14.0,462.0,3.1
k119_1116_1,SRR1765285,NP_417800.1,CD,3433611,471.0,24.0,0.0,24.0,471.0,4.59
k119_7397_29,SRR1765285,NP_417800.1,CD,3433611,471.0,86.0,10.0,76.0,471.0,16.39
k79_47157_2,ERR011128,NP_417801.1,nonIBD,13342131,375.0,103.0,79.0,24.0,375.0,19.31
k119_28619_6,SRR6468620,NP_415431.1,CD,60064580,1713.0,381.0,19.0,362.0,1713.0,20.94
k119_29103_2,SRR6468620,NP_415431.1,CD,60064580,1698.0,1497.0,61.0,1436.0,1698.0,83.32
k119_72345_2,SRR6468620,NP_415431.1,CD,60064580,1674.0,381.0,21.0,360.0,1674.0,21.44
None,SRR1215015,YP_026260.1,CD,3969853,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765364,NP_417763.1,nonIBD,1017800,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011223,NP_417779.1,nonIBD,9050143,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011087,NP_417635.1,nonIBD,11640976,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215713,NP_418410.1,CD,1671975,0.0,0.0,0.0,0.0,0.0,0.0
k119_579_3,SRR6468651,NP_416228.1,CD,12708046,1131.0,65.0,2.0,63.0,1131.0,5.21
k119_109011_1,SRR6468651,NP_416228.1,CD,12708046,921.0,62.0,3.0,59.0,921.0,6.09
k119_1341_26,SRR2145587,NP_418410.1,CD,14560685,429.0,185.0,57.0,128.0,429.0,39.94
None,SRR6468621,NP_417774.1,nonIBD,14818330,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215582,NP_415431.1,CD,4040453,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215925,NP_417698.1,CD,3874128,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145367,YP_026260.1,nonIBD,15637873,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212821,NP_417768.1,CD,1568867,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765282,NP_417763.1,CD,1919026,0.0,0.0,0.0,0.0,0.0,0.0
k119_74139_35,SRR6468561,NP_417772.1,CD,12184796,411.0,914.0,130.0,784.0,411.0,196.08
None,ERR011161,NP_417635.1,nonIBD,17000725,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468517,NP_417757.1,CD,14360470,0.0,0.0,0.0,0.0,0.0,0.0
k119_35925_1,SRR1213913,NP_417756.1,nonIBD,2371423,369.0,25.0,3.0,22.0,369.0,5.95
None,SRR1214760,NP_417776.1,CD,2559777,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011251,NP_417771.1,nonIBD,11207870,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145524,NP_417765.1,CD,22863699,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011211,NP_414711.1,nonIBD,13259611,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011192,NP_417697.1,nonIBD,10771537,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468557,NP_418410.1,CD,14794433,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011184,NP_417760.1,nonIBD,11629290,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215699,NP_417698.1,CD,3477913,0.0,0.0,0.0,0.0,0.0,0.0
k119_769_1,SRR1765535,NP_418412.1,CD,1401375,468.0,17.0,1.0,16.0,468.0,3.64
None,SRR1215371,NP_417770.1,CD,1438454,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468545,NP_417775.1,nonIBD,19417751,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468535,NP_416229.1,UC,5639050,0.0,0.0,0.0,0.0,0.0,0.0
k119_99203_16,SRR5650147,NP_417776.1,UC,22293700,828.0,129.0,9.0,120.0,828.0,13.16
None,ERR011103,NP_418412.1,nonIBD,15924700,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145315,NP_417779.1,CD,13560330,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145420,NP_417780.1,CD,9001480,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212271,NP_418412.1,CD,4445920,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215917,NP_417768.1,CD,1434412,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215828,NP_417762.1,CD,2334951,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765439,NP_417780.1,CD,1417801,0.0,0.0,0.0,0.0,0.0,0.0
k119_31200_1,SRR6468605,NP_417773.1,UC,48878089,621.0,53.0,5.0,48.0,621.0,8.27
k119_127654_12,SRR6468605,NP_417773.1,UC,48878089,669.0,468.0,48.0,420.0,669.0,64.05
None,SRR1765173,NP_417775.1,CD,1255081,0.0,0.0,0.0,0.0,0.0,0.0
k119_8767_27,SRR6468690,NP_417764.1,UC,48232409,534.0,298.0,30.0,268.0,534.0,51.11
k119_13416_3,SRR6468690,NP_417764.1,UC,48232409,534.0,51.0,5.0,46.0,534.0,8.59
